name,job,movie_count,gender,popularity,profile_path,order
Edgar Wright,Screenplay,4,Male,10.425,https://image.tmdb.org/t/p/original/dQzv5Ml2SkelS33hgl7E2oh0a9S.jpg,393
George Lucas,Screenplay,4,Male,10.204,https://image.tmdb.org/t/p/original/WCSZzWdtPmdRxH9LUCVi2JPCSJ.jpg,394
George Lucas,Director,4,Male,10.204,https://image.tmdb.org/t/p/original/WCSZzWdtPmdRxH9LUCVi2JPCSJ.jpg,394
David Lynch,Director,4,Male,10.153,https://image.tmdb.org/t/p/original/9xRmptsf4kuEbDpCwl80VpnGg4K.jpg,395
Adam McKay,Director,4,Male,9.816,https://image.tmdb.org/t/p/original/vOyZXNJq7Oo01LPtSD5AZHjctgH.jpg,396
Adam McKay,Screenplay,4,Male,9.816,https://image.tmdb.org/t/p/original/vOyZXNJq7Oo01LPtSD5AZHjctgH.jpg,396
Oliver Stone,Screenplay,4,Male,9.731,https://image.tmdb.org/t/p/original/nPFtjueZHmU56boVKXEvAoQOTWf.jpg,397
Andrew Stanton,Director,4,Male,9.717,https://image.tmdb.org/t/p/original/gasNitCwepbqNcYBmDHpsCgZH0I.jpg,398
Paul Feig,Director,4,Male,9.667,https://image.tmdb.org/t/p/original/lcD0BkGKWKynUwtPSEDLAsFdIJX.jpg,399
Ang Lee,Director,4,Male,9.63,https://image.tmdb.org/t/p/original/jrmdsPZI5WT4rmOl20Gb1Y2femb.jpg,400
Paul Haggis,Screenplay,4,Male,9.574,https://image.tmdb.org/t/p/original/bO2CPKFOtv1uigPM8crWTC071wr.jpg,401
Roald Dahl,Novel,4,Male,9.472,https://image.tmdb.org/t/p/original/hbYOdJ8KK5aPFX6JioRhMiwbMOf.jpg,402
Roman Polanski,Director,4,Male,9.356,https://image.tmdb.org/t/p/original/5Kks5RMO2az5YOcFJjYXiDt4qH1.jpg,403
Sean Anders,Screenplay,4,Male,9.356,https://image.tmdb.org/t/p/original/vWO1FiGZPOL4FdhbxeykOXRfcXJ.jpg,403
David Yates,Director,4,Male,9.209,https://image.tmdb.org/t/p/original/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg,404
Lilly Wachowski,Screenplay,4,Female,9.074,https://image.tmdb.org/t/p/original/rCScAjSpeKA19BLNR07MqNNeeTT.jpg,405
Robert Rodriguez,Writer,4,Male,9.042,https://image.tmdb.org/t/p/original/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,406
Lasse Hallström,Director,4,Male,8.855,https://image.tmdb.org/t/p/original/zEz9LphkDBcGAAYGdjIU5QzjB9C.jpg,407
Byron Howard,Director,4,Male,8.68,https://image.tmdb.org/t/p/original/ePJXkxrD44nM0VB7Xx9Q4ityzfT.jpg,408
Sofia Coppola,Director,4,Female,8.665,https://image.tmdb.org/t/p/original/dzHC2LxmarkBxWLhjp2DRa5oCev.jpg,409
Joel Coen,Writer,4,Male,8.65,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,410
Pedro Almodóvar,Screenplay,4,Male,7.763,https://image.tmdb.org/t/p/original/dKlaXJk3NLcsC1CKMx6xmyW5BZD.jpg,411
Martin McDonagh,Director,4,Male,7.752000000000001,https://image.tmdb.org/t/p/original/pyDaAVKa8akTLHXzeTyF8oGymXN.jpg,412
Ray Lovejoy,Editor,4,Male,7.5310000000000015,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,413
David Koepp,Screenplay,4,Male,7.407999999999999,https://image.tmdb.org/t/p/original/srPSV5EyQomUn65ZLD45h2b0AA5.jpg,414
Dan Fogelman,Screenplay,4,Male,7.129,https://image.tmdb.org/t/p/original/grLBoLU2blYEoT8vjGFOiM8mw1D.jpg,415
Kenny Ortega,Director,4,Male,6.95,https://image.tmdb.org/t/p/original/cZrsOBr1tp1nNPJ5xj3uao2XQbJ.jpg,416
Jane Campion,Director,4,Female,6.768,https://image.tmdb.org/t/p/original/zAkrfMl6m940Ja46ofWaM94gTNj.jpg,417
Ben Garant,Screenplay,4,Male,6.7479999999999976,https://image.tmdb.org/t/p/original/s9rT8CYCv9ID77GPTKQnNfksIFT.jpg,418
Gus Van Sant,Director,4,Male,6.747000000000001,https://image.tmdb.org/t/p/original/kICHgrSh4eiICjz8piy9fTXIgph.jpg,419
Richard Linklater,Director,4,Male,6.457999999999998,https://image.tmdb.org/t/p/original/wNijRefhQCp0BkNqM5qhhdazDgx.jpg,420
Richard LaGravenese,Screenplay,4,Male,6.3820000000000014,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,421
Ethan Coen,Writer,4,Male,6.3,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,422
Ethan Coen,Director,4,Male,6.3,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,422
Jay Roach,Director,4,Male,6.093999999999999,https://image.tmdb.org/t/p/original/48uTxNDRlnP56quVewyByotKAen.jpg,423
Nancy Meyers,Screenplay,4,Female,6.047250000000001,https://image.tmdb.org/t/p/original/aK2lYDBYhWU9MJdNV0y1EvXiNo0.jpg,424
Kevin Williamson,Screenplay,4,Male,5.86,https://image.tmdb.org/t/p/original/jWgZZoKBU1WFaCO5C7jpMBZ7xJs.jpg,425
Noah Baumbach,Screenplay,4,Male,5.803,https://image.tmdb.org/t/p/original/wRfV5qYIJHk4NH9gkKQnk99E5Qn.jpg,426
Barry Sonnenfeld,Director of Photography,4,Male,5.71,https://image.tmdb.org/t/p/original/n6y6vaAFfSqsJodgkwTxAey4NoG.jpg,427
Ron Clements,Screenplay,4,Male,5.7010000000000005,https://image.tmdb.org/t/p/original/iCq89uPdVjtGkO7UbTn5UPqHIPx.jpg,428
Curtis Hanson,Director,4,Male,5.681,https://image.tmdb.org/t/p/original/1ht0tJ0Icxc134W3ZpcGtwMtNLA.jpg,429
Marianne Wibberley,Screenplay,4,Female,5.263,https://image.tmdb.org/t/p/original/lxrHYYuGYDmuilEjrGsLu5lVNLn.jpg,430
Mike Newell,Director,4,Male,5.257999999999999,https://image.tmdb.org/t/p/original/zeLnvLZtyJaBP1wWceRM7HWkm0E.jpg,431
Cormac Wibberley,Screenplay,4,Male,4.987,https://image.tmdb.org/t/p/original/snHr62ODzxIY1rEdxVDUkfPC0P2.jpg,432
Paul Schrader,Director,4,Male,4.897,https://image.tmdb.org/t/p/original/ctRxgCUSRFudwFaPG2AanL71Y3V.jpg,433
Jason Reitman,Director,4,Male,4.893,https://image.tmdb.org/t/p/original/eNNN1dwfB6b6p2hoEG1xyoa7H2p.jpg,434
Caleb Deschanel,Director of Photography,4,Male,4.815,https://image.tmdb.org/t/p/original/2TsYnZibZRfHY3vcmEdLTJSR4kl.jpg,435
Jeong Jeong-hun,Director of Photography,4,Male,4.761,https://image.tmdb.org/t/p/original/pGSiZCxZGyrUq6zO844vVVkPWEj.jpg,436
Richard Maibaum,Screenplay,4,Male,4.674,https://image.tmdb.org/t/p/original/sqjcu780KEimvNeCaliaVLmth64.jpg,437
Charles Lang,Director of Photography,4,Male,4.565,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,438
Oliver Wood,Director of Photography,4,Male,4.431,https://image.tmdb.org/t/p/original/rUXhXZUF818WsqWms7BIIz9YHjN.jpg,439
John Musker,Screenplay,4,Male,4.181,https://image.tmdb.org/t/p/original/6scMFCGimXT9S0urLS7I13MFTTL.jpg,440
Karey Kirkpatrick,Screenplay,4,Male,4.121,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,441
Tom Stoppard,Screenplay,4,Male,3.991,https://image.tmdb.org/t/p/original/vVX45RcQatZGnGNDnEbcmJt4YCS.jpg,442
Charlie Kaufman,Screenplay,4,Male,3.964,https://image.tmdb.org/t/p/original/75aOpLBpvdtQM3BkWGFUvMs6LvH.jpg,443
Cameron Crowe,Director,4,Male,3.93,https://image.tmdb.org/t/p/original/g82OQYNnFtVnNwJepTYgVQTlEA.jpg,444
McG,Director,4,Male,3.903,https://image.tmdb.org/t/p/original/vkHseZiluwbkqFHdvenCeQR3Ds9.jpg,445
John Morris,Screenplay,4,Male,3.842,https://image.tmdb.org/t/p/original/dI4L5EBAPLlxocjIcGUtB7YHZqY.jpg,446
Hou Hsiao-hsien,Director,4,Male,3.728,https://image.tmdb.org/t/p/original/rqP4CEO6toAwGhsj8mmdu3Bta6I.jpg,447
Linda Woolverton,Screenplay,4,Female,3.723,https://image.tmdb.org/t/p/original/AagHXmW37oiLSCsUYIifAaFfkz.jpg,448
Michael Seresin,Director of Photography,4,Male,3.701,https://image.tmdb.org/t/p/original/z1gtMRLItEj02DfrzeS8ZjPMZUu.jpg,449
Steven Zaillian,Screenplay,4,Male,3.685,https://image.tmdb.org/t/p/original/3V8X2EnjzqdrUagdnjTgKi213AJ.jpg,450
David O. Russell,Director,4,Male,3.537,https://image.tmdb.org/t/p/original/59rXnJS4g5dUr1Hz8QNLo5epD2a.jpg,451
Xavier Grobet,Director of Photography,4,Male,3.466,https://image.tmdb.org/t/p/original/qjtunyKmpDhaLMBE3z6erbSaN75.jpg,452
Sheldon Kahn,Editor,4,Male,3.227,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,453
Patricia Field,Costume Design,4,Female,3.227,https://image.tmdb.org/t/p/original/3CWJ9kUpd68AYGeL5mDMQoanIAR.jpg,453
Claire Denis,Director,4,Female,3.222,https://image.tmdb.org/t/p/original/zKR7pmegNQDjWqeWv7JNvHqJ2l5.jpg,454
Jeffrey Price,Screenplay,4,Male,3.209,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,455
Atsushi Okui,Director of Photography,4,Male,3.134,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,456
Mike Birbiglia,Writer,4,Male,3.122,https://image.tmdb.org/t/p/original/kK7dXCSPMRx9EYAFvZ0ugA1sMUZ.jpg,457
Tab Murphy,Screenplay,4,Male,3.104,https://image.tmdb.org/t/p/original/ifwNspazW8Xq2wjkSnD2uhNrGXu.jpg,458
Lee Unkrich,Editor,4,Male,3.076,https://image.tmdb.org/t/p/original/crb297utC6W4HSstOe5djDPTwEN.jpg,459
Michael Green,Screenplay,4,Male,3.018,https://image.tmdb.org/t/p/original/oXmMv1vlJf2G9xWwCXBPrRY50EV.jpg,460
William Wyler,Director,4,Male,2.946,https://image.tmdb.org/t/p/original/iJ3pqrklebAlED8FNPfRc0XLgiH.jpg,461
Diablo Cody,Screenplay,4,Female,2.906,https://image.tmdb.org/t/p/original/6aGdwc0DpzA9bJ7alEDvfAumSH2.jpg,462
Kramer Morgenthau,Director of Photography,4,Male,2.874,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,463
Suttirat Anne Larlarb,Costume Design,4,Female,2.823,https://image.tmdb.org/t/p/original/mf4xXFgSLoX86e9L41tQgiogub6.jpg,464
Sandra Adair,Editor,4,Female,2.797,https://image.tmdb.org/t/p/original/mORWFZRtzWNIZcuOEeeVABfz91r.jpg,465
Sven Nykvist,Director of Photography,4,Male,2.784,https://image.tmdb.org/t/p/original/qs8gCA7aTXPfKkGiPdQAqposl5o.jpg,466
Carlos Saldanha,Director,4,Male,2.753,https://image.tmdb.org/t/p/original/oxUlCSgxKaoCRYFyS65PC2fZWrk.jpg,467
James V. Hart,Screenplay,4,Male,2.661,https://image.tmdb.org/t/p/original/3a2kKrBKNPQNwuhHwS7qxRo3Rh4.jpg,468
Frank J. Urioste,Editor,4,Male,2.5780000000000003,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,469
Danny Cohen,Director of Photography,4,Male,2.572,https://image.tmdb.org/t/p/original/j4TRM9RVYalHpuVccYV383NL4Ws.jpg,470
Wayne Wahrman,Editor,4,Male,2.567,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,471
Sonia Grande,Costume Design,4,Female,2.51225,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,472
Anne V. Coates,Editor,4,Female,2.4530000000000003,https://image.tmdb.org/t/p/original/l6q2h2n7oZzgUjmRAYiw8w86f97.jpg,473
John A. Alonzo,Director of Photography,4,Male,2.408,https://image.tmdb.org/t/p/original/CAUlYAfSpwMrMmi2Iw9vgsSuTS.jpg,474
Hubert de Givenchy,Costume Design,4,Male,2.353,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,475
William Chang,Editor,4,Male,2.322,https://image.tmdb.org/t/p/original/u1rSUvhCQSo0z7bPaDoi1pyntFb.jpg,476
Christopher Hampton,Screenplay,4,Male,2.276,https://image.tmdb.org/t/p/original/utg2E5j1D4xt5vgoUnrc4WEh7fE.jpg,477
Anna Hill Johnstone,Costume Design,4,Female,2.248,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,478
Kevin Lima,Director,4,Male,2.199,https://image.tmdb.org/t/p/original/kNqnN6z8S6DcfSTBDQ4G8pYXb3S.jpg,479
Tom Rolf,Editor,4,Male,2.188,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,480
Stephen Schaffer,Editor,4,Male,2.18,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,481
Mike Gioulakis,Director of Photography,4,Male,2.18,https://image.tmdb.org/t/p/original/y6yNOBCXozSr4RP7hixlvbZW7A6.jpg,481
David Lindsay-Abaire,Screenplay,4,Male,2.157,https://image.tmdb.org/t/p/original/9sSOJzoDsD1HiTDltpc8ihOJpQr.jpg,482
Douglas Slocombe,Director of Photography,4,Male,2.144,https://image.tmdb.org/t/p/original/7adxS5VlnZYiMGO0VK5l9NzjSIN.jpg,483
Wolfgang Reitherman,Director,4,Male,2.04,https://image.tmdb.org/t/p/original/9Qkj79Ix3uQYtScOHpdzQwtPAQp.jpg,484
Dean Zimmerman,Editor,4,Male,2.032,https://image.tmdb.org/t/p/original/6mKK4thSO0CthmhygO2spWyVjcv.jpg,485
Dan Berendsen,Writer,4,Male,2.023,https://image.tmdb.org/t/p/original/o62XJgI0IeIhYMlXkTWoWuMNpaP.jpg,486
Jane Goldman,Screenplay,4,Female,2.023,https://image.tmdb.org/t/p/original/p7rediE1pQuLhLjg3vXiU78Wx9x.jpg,486
Caroline Thompson,Screenplay,4,Female,2.023,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,486
Melanie Oliver,Editor,4,Female,2.018,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,487
Alwin H. Kuchler,Director of Photography,4,Male,2.007,https://image.tmdb.org/t/p/original/o4lL9ShDUEe76nVlB70FbrwHJDX.jpg,488
Irene Mecchi,Screenplay,4,Female,2.002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,489
Rob Marshall,Director,4,Male,1.984,https://image.tmdb.org/t/p/original/4cTHkbMpsHHNI23HP3RHNLFoPRz.jpg,490
Oliver Stapleton,Director of Photography,4,Male,1.96,https://image.tmdb.org/t/p/original/wfzgRB2LbfKvKJ50NZYebi9nv1c.jpg,491
Molly Malene Stensgaard,Editor,4,Female,1.96,https://image.tmdb.org/t/p/original/hH1So61xxX01Zr3sx8ekyJriUWo.jpg,491
Haris Zambarloukos,Director of Photography,4,Male,1.943,https://image.tmdb.org/t/p/original/buBq3MDhGydmOBQvodoNA5lk0PE.jpg,492
Christopher Doyle,Director of Photography,4,Male,1.934,https://image.tmdb.org/t/p/original/dm2g37ak1EzIu1YViAwvZAvytlx.jpg,493
Leslie Jones,Editor,4,Female,1.891,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,494
Kim Sang-bum,Editor,4,Male,1.788,https://image.tmdb.org/t/p/original/men9wrJyuxYVsptTvA3UmagLcGU.jpg,495
Peter Gvozdas,Editor,4,Male,1.78,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,496
László Kovács,Director of Photography,4,Male,1.73,https://image.tmdb.org/t/p/original/gK1Guqbk9HeW9uEK5ewKnYpVNiH.jpg,497
Martin Walsh,Editor,4,Male,1.7009999999999998,https://image.tmdb.org/t/p/original/eFdV5n5GV01fwNRzrJn299aFUsq.jpg,498
Jay Rabinowitz,Editor,4,Male,1.694,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,499
Walter Murch,Editor,4,Male,1.6880000000000002,https://image.tmdb.org/t/p/original/kQh7U7kRLF9NKEMpxiGjZEIu0o3.jpg,500
Barry Alexander Brown,Editor,4,Male,1.6840000000000002,https://image.tmdb.org/t/p/original/rSFpYvWaBONyOhveFnEx0I56zOx.jpg,501
Irene Sharaff,Costume Design,4,Female,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,502
Alexandra Byrne,Costume Design,4,Female,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,502
Jeffrey Jur,Director of Photography,4,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,502
Odile Dicks-Mireaux,Costume Design,4,Female,1.62,https://image.tmdb.org/t/p/original/bRaSyTCnU4BNTvjN7Z9yM0FjX9b.jpg,503
Stuart Dryburgh,Director of Photography,4,Male,1.62,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,503
Jon Gregory,Editor,4,Male,1.606,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,504
Louise Ford,Editor,4,Female,1.597,https://image.tmdb.org/t/p/original/nzS8BTdfkxXUF155QYcCBhAFBd9.jpg,505
Tatiana S. Riegel,Editor,4,Female,1.594,https://image.tmdb.org/t/p/original/mms5qpMvookGWLw2UZ54QqO9hES.jpg,506
Fred Raskin,Editor,4,Male,1.5719999999999998,https://image.tmdb.org/t/p/original/aqNCDunpfVqzPYPpzhZZQeXDNQe.jpg,507
Melissa Bretherton,Editor,4,Female,1.571,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,508
Reynaldo Villalobos,Director of Photography,4,Male,1.556,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,509
Peter S. Elliot,Editor,4,Male,1.5530000000000002,https://image.tmdb.org/t/p/original/duowPY21fzKWX1YNy39eHw200fc.jpg,510
Mary Claire Hannan,Costume Design,4,Female,1.538,https://image.tmdb.org/t/p/original/po5EDrudtAYk9azlv8Zkku7R3wU.jpg,511
Gilbert Taylor,Director of Photography,4,Male,1.513,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,512
Alex Bovaird,Costume Design,4,Female,1.43,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,513
Peter S. Seaman,Screenplay,4,Male,1.383,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,514
Jerzy Zielinski,Director of Photography,4,Male,1.361,https://image.tmdb.org/t/p/original/2NDwJW1GOfYcc2HaOUpLq6URHXe.jpg,515
Shay Cunliffe,Costume Design,4,Male,1.345,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,516
Claire Mathon,Director of Photography,4,Female,1.336,https://image.tmdb.org/t/p/original/7XKSrvs8awkwXFL8GgQ8gxwBWEq.jpg,517
Sarah Flack,Editor,4,Female,1.3130000000000002,https://image.tmdb.org/t/p/original/xNforNSEzbCjR8qhPqzTJh8yFiN.jpg,518
Bruce Green,Editor,4,Male,1.3130000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,518
Toby Oliver,Director of Photography,4,Male,1.306,https://image.tmdb.org/t/p/original/aJgo3OoLBwZ3glk3uz1KFZ9Rahh.jpg,519
Hisao Shirai,Director of Photography,4,Male,1.306,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,519
Anthony Powell,Costume Design,4,Male,1.286,https://image.tmdb.org/t/p/original/eCwsql6vjFgZq8lS60Q9j9Zrrxn.jpg,520
Christopher Tellefsen,Editor,4,Male,1.252,https://image.tmdb.org/t/p/original/ksNDx4j3f5D8H2J7TFcSblYDcf1.jpg,521
Chris Menges,Director of Photography,4,Male,1.239,https://image.tmdb.org/t/p/original/nmjNp6Sx1G9NCjn2jaLhScjyiUX.jpg,522
Rachel Morrison,Director of Photography,4,Female,1.226,https://image.tmdb.org/t/p/original/6efdDcDK1xvIiDf1u4IBTQsNGkZ.jpg,523
Benjamin Kasulke,Director of Photography,4,Male,1.22,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,524
Virginia Katz,Editor,4,Female,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,525
Garth Craven,Editor,4,Male,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,525
Michael Grady,Director of Photography,4,Male,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,525
Harry Hitner,Editor,4,Male,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,525
Julian Day,Costume Design,4,Male,1.172,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,526
John Mathieson,Director of Photography,4,Male,1.166,https://image.tmdb.org/t/p/original/AkWm67UMEWHhF3BDfH32HkRl5oM.jpg,527
Larry Bock,Editor,4,Male,1.159,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,528
Todd Haynes,Director,4,Male,1.147,https://image.tmdb.org/t/p/original/h11kdTCA8QOMpihH12Wz2phQkW2.jpg,529
Emily Moran,Costume Design,4,Male,1.094,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,530
Greg Hayden,Editor,4,Male,1.094,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,530
Donald Peterman,Director of Photography,4,Male,1.079,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,531
Seth Flaum,Editor,4,Male,1.073,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,532
Arthur Coburn,Editor,4,Male,1.073,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,532
Josh Schaeffer,Editor,4,Male,1.068,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,533
Hélène Louvart,Director of Photography,4,Female,1.0490000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,534
Ronald Sanders,Editor,4,Male,1.025,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,535
Joel Cox,Editor,4,Male,1.012,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,536
Ron Patane,Editor,4,Male,0.996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,537
Renee Ehrlich Kalfus,Costume Design,4,Female,0.996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,537
William H. Ziegler,Editor,4,Male,0.988,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,538
Pete Kozachik,Director of Photography,4,Male,0.984,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,539
Myron Kerstein,Editor,4,Male,0.98,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,540
Richard Chew,Editor,4,Male,0.972,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,541
Hughes Winborne,Editor,4,Male,0.972,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,541
Brian Burgoyne,Director of Photography,4,Male,0.947,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,542
Arjun Bhasin,Costume Design,4,Male,0.947,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,542
Peter Suschitzky,Director of Photography,4,Male,0.938,https://image.tmdb.org/t/p/original/luMSBjy5mBakdKISk4GI9GrxBT2.jpg,543
Francis Kenny,Director of Photography,4,Male,0.921,https://image.tmdb.org/t/p/original/wZG3Hf6jEXQcezyIWcrDR4mU730.jpg,544
Danny Glicker,Costume Design,4,Male,0.8590000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,545
Jim Miller,Editor,4,Male,0.847,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,546
Trisha Biggar,Costume Design,4,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Robert Fletcher,Costume Design,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Nat Sanders,Editor,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Darren T. Holmes,Editor,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Terry Stacey,Director of Photography,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Dave Alex Riddett,Director of Photography,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Ernest Haller,Director of Photography,4,Male,0.84,https://image.tmdb.org/t/p/original/mOCqO38x83AF9aJ7iCZ7Qqn9hvr.jpg,547
William Kerr,Editor,4,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Judy L. Ruskin,Costume Design,4,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,547
Matthew Hannam,Editor,4,Male,0.84,https://image.tmdb.org/t/p/original/693XGC1iuGVvj7wdstsWBHDGREF.jpg,547
Frank Waldman,Screenplay,4,Male,0.833,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,548
Ari Wegner,Director of Photography,4,Female,0.826,https://image.tmdb.org/t/p/original/qYRP8drakvkybFBaPrqbQErTBdV.jpg,549
Joyce Arrastia,Editor,4,Female,0.782,https://image.tmdb.org/t/p/original/uGaP9TPzhDs7d1ZdX4cwMsyXKkX.jpg,550
Joe Landauer,Editor,4,Male,0.706,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,551
Emma Potter,Costume Design,4,Female,0.6940000000000001,https://image.tmdb.org/t/p/original/hvQWvwDaQFENVD6bcJDNeREVQHZ.jpg,552
Valerio Bonelli,Editor,4,Male,0.682,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,553
