name,job,movie_count,gender,popularity,profile_path,order
Michael Kahn,Editor,29,Male,2.8910000000000005,https://image.tmdb.org/t/p/original/jb4Y9q1q91VRQJue0VXhU7VcXce.jpg,0
Steven Spielberg,Director,22,Male,28.487000000000002,https://image.tmdb.org/t/p/original/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,1
Ann Roth,Costume Design,20,Female,3.4300000000000006,https://image.tmdb.org/t/p/original/cT4EtdqvG0Yq4EQ3LASXiwyndYi.jpg,2
Mary Zophres,Costume Design,19,Female,4.766947368421051,https://image.tmdb.org/t/p/original/kLvPS8HSyLSxvROaK9wlc9WlPlr.jpg,3
Colleen Atwood,Costume Design,17,Female,3.5799999999999987,https://image.tmdb.org/t/p/original/4hbAdhvoCkENdoFDLKdXck1ESIl.jpg,4
Michael Ballhaus,Director of Photography,17,Male,2.841999999999999,https://image.tmdb.org/t/p/original/9DHIGsrgeTWA0rch3fFGXTOl1lO.jpg,5
Dean Cundey,Director of Photography,16,Male,6.525000000000002,https://image.tmdb.org/t/p/original/5f95wKLwh4OTjGEzNkDhOdixDxU.jpg,6
Mark Bridges,Costume Design,15,Male,2.491,https://image.tmdb.org/t/p/original/mw2M3u5WtvBcbL3QdudnaWlWjiV.jpg,7
Martin Scorsese,Director,14,Male,17.377000000000002,https://image.tmdb.org/t/p/original/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,8
Edith Head,Costume Design,14,Female,4.9215,https://image.tmdb.org/t/p/original/l6LmpdKnU67FaoNBLi8VRRoO6wX.jpg,9
Albert Wolsky,Costume Design,14,Male,4.074714285714285,https://image.tmdb.org/t/p/original/lUFslczrjBt2zfVmr6s65ggfakB.jpg,10
Robert Elswit,Director of Photography,14,Male,3.774999999999999,https://image.tmdb.org/t/p/original/5urU681Z1ZyJxfjEGp6qY6XYXg1.jpg,11
Michael Wilkinson,Costume Design,14,Male,3.759,https://image.tmdb.org/t/p/original/5363Z5CBR7PoVjyxxnVOuifKrM5.jpg,12
Robert D. Yeoman,Director of Photography,14,Male,3.741,https://image.tmdb.org/t/p/original/qtIdjrzJrbCUOi9SdAwhIupIonR.jpg,13
Joanna Johnston,Costume Design,14,Female,1.6690000000000003,https://image.tmdb.org/t/p/original/xuCe7ZgtqOCaY6MUvXpG7buckXO.jpg,14
Roger Deakins,Director of Photography,13,Male,5.986000000000003,https://image.tmdb.org/t/p/original/pSCN7CfILlfQrxX43Kgqrx5mBYQ.jpg,15
Janusz Kamiński,Director of Photography,13,Male,4.028999999999998,https://image.tmdb.org/t/p/original/5yURZbwMmhiXXlvDmRdz4V14Ufs.jpg,16
Michael Kaplan,Costume Design,13,Male,3.841999999999999,https://image.tmdb.org/t/p/original/bNarnI5K4XYIKaHsX6HAitllyQr.jpg,17
Judianna Makovsky,Costume Design,13,Female,3.2479999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,18
Kym Barrett,Costume Design,13,Female,2.218,https://image.tmdb.org/t/p/original/wphQYPxu1Jr82JrEQWtTApX7Kys.jpg,19
Steven Soderbergh,Director,12,Male,13.818999999999997,https://image.tmdb.org/t/p/original/y8JlSDcQzd7gAaKyxFpExupMwDz.jpg,20
Joel Coen,Director,12,Male,8.650000000000002,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,21
Jany Temime,Costume Design,12,Female,6.182000000000001,https://image.tmdb.org/t/p/original/1G8TxAQnndnY5CLqVApBQ8RUT4A.jpg,22
Ellen Mirojnick,Costume Design,12,Female,3.753,https://image.tmdb.org/t/p/original/fVldZUbyEG0fHTTzmGp5CeqadCc.jpg,23
Peter Deming,Director of Photography,12,Male,2.5610000000000004,https://image.tmdb.org/t/p/original/3NgM7E5kRYFMXY5znBPktbeI6qB.jpg,24
Sandy Powell,Costume Design,12,Female,1.9160000000000001,https://image.tmdb.org/t/p/original/3pK4SuBmOVghdktSREkSBkFFnG.jpg,25
Bill Pope,Director of Photography,12,Male,1.3539999999999999,https://image.tmdb.org/t/p/original/kpakvuSrk1D9D8WMt5SOi4Rs2EV.jpg,26
Joe Hutshing,Editor,12,Male,0.8241666666666667,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,27
Steven Soderbergh,Director of Photography,11,Male,13.818999999999999,https://image.tmdb.org/t/p/original/y8JlSDcQzd7gAaKyxFpExupMwDz.jpg,28
Thelma Schoonmaker,Editor,11,Female,4.328000000000001,https://image.tmdb.org/t/p/original/6AMXHH5vBscnT72IzgEaFYWuzuG.jpg,29
Matthew Libatique,Director of Photography,11,Male,3.731000000000001,https://image.tmdb.org/t/p/original/9d5tRBYBgJUb0LKWiPPLNcIx44m.jpg,30
John Seale,Director of Photography,11,Male,3.5769999999999986,https://image.tmdb.org/t/p/original/zXPBy00hdpW41TAtvxPnJP2NxbB.jpg,31
Lee Smith,Editor,11,Male,3.3650000000000015,https://image.tmdb.org/t/p/original/zlnK1i7CqdzIFTFqfMsYLyt2Sk8.jpg,32
Guillermo Navarro,Director of Photography,11,Male,2.972000000000001,https://image.tmdb.org/t/p/original/1KfWZEN9dZ7stgK5PkLVuNNOjB3.jpg,33
Robert Richardson,Director of Photography,11,Male,2.6730000000000005,https://image.tmdb.org/t/p/original/lmJy31oZtN5l2VAGpkrt3xEXsxL.jpg,34
Don Burgess,Director of Photography,11,Male,2.1610000000000005,https://image.tmdb.org/t/p/original/aIB6XjNFDWxRpB2l5GKXWEzMI4O.jpg,35
Lindy Hemming,Costume Design,11,Female,0.9719999999999996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,36
Alan Baumgarten,Editor,11,Male,0.9719999999999996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,36
Robert Zemeckis,Director,10,Male,23.961000000000002,https://image.tmdb.org/t/p/original/lPYDQ5LYNJ12rJZENtyASmVZ1Ql.jpg,37
Christopher Nolan,Director,10,Male,18.300000000000004,https://image.tmdb.org/t/p/original/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,38
David Fincher,Director,10,Male,17.365000000000002,https://image.tmdb.org/t/p/original/tpEczFclQZeKAiCeKZZ0adRvtfz.jpg,39
Alfred Hitchcock,Director,10,Male,13.196599999999998,https://image.tmdb.org/t/p/original/108fiNM6poRieMg7RIqLJRxdAwG.jpg,40
Paul Thomas Anderson,Director,10,Male,11.586,https://image.tmdb.org/t/p/original/29DHpRKddqTwo2NU162Y49JoQYa.jpg,41
Joel Coen,Editor,10,Male,8.650000000000002,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,42
Marlene Stewart,Costume Design,10,Female,4.64,https://image.tmdb.org/t/p/original/bERazmKyh3I848FmjtnJH3Q7Dzj.jpg,43
Peter Teschner,Editor,10,Male,3.8869999999999996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,44
Andrew Dunn,Director of Photography,10,Male,3.54,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,45
Andrew Lesnie,Director of Photography,10,Male,2.9119999999999995,https://image.tmdb.org/t/p/original/npaUIpk921FVUrtKmvk2RVDwpCM.jpg,46
Renée April,Costume Design,10,Female,2.848,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,47
Ellen Lutter,Costume Design,10,Female,2.5880000000000005,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,48
Arthur Schmidt,Editor,10,Male,2.2869999999999995,https://image.tmdb.org/t/p/original/bSgfOvtFrtaftXSwXFLcI7Z0zKe.jpg,49
Jeffrey Ford,Editor,10,Male,1.8939999999999997,https://image.tmdb.org/t/p/original/fJePTuHsOeT8z4D6LFZlSMkDEqF.jpg,50
Richard Francis-Bruce,Editor,10,Male,1.6789999999999998,https://image.tmdb.org/t/p/original/pZUcIBbaWsX64d5Qy3SyGKcl88U.jpg,51
Sharen Davis,Costume Design,10,Female,1.4000000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,52
John Toll,Director of Photography,10,Male,1.2359,https://image.tmdb.org/t/p/original/cfL9A6tC7L5Ps5fq1o3WpVKGMb1.jpg,53
Bruno Delbonnel,Director of Photography,10,Male,1.228,https://image.tmdb.org/t/p/original/kVbyFpLGftvOMBpZjPE8QoW4NEa.jpg,54
Pietro Scalia,Editor,10,Male,1.0730000000000002,https://image.tmdb.org/t/p/original/cy4XviFjYDwyvfM4aqcxOV96MMq.jpg,55
Louise Frogley,Costume Design,10,Female,0.8400000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,56
Dylan Tichenor,Editor,10,Male,0.753,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,57
Quentin Tarantino,Director,9,Male,28.812000000000005,https://image.tmdb.org/t/p/original/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,58
Tim Burton,Director,9,Male,22.694999999999997,https://image.tmdb.org/t/p/original/oWZDgLRr4zgRiJEsOAtgntPd5bI.jpg,59
Robert Rodriguez,Director,9,Male,9.042,https://image.tmdb.org/t/p/original/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,60
Joel Coen,Screenplay,9,Male,8.65,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,61
Ethan Coen,Editor,9,Male,6.299999999999999,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,62
Deborah Lynn Scott,Costume Design,9,Female,4.814,https://image.tmdb.org/t/p/original/lYYxq6AxOMYqc934V80ez9Cmfwj.jpg,63
Emmanuel Lubezki,Director of Photography,9,Male,4.463,https://image.tmdb.org/t/p/original/v5reoqVqGobAVAq4RploSoWD3DZ.jpg,64
Dean Semler,Director of Photography,9,Male,4.414000000000001,https://image.tmdb.org/t/p/original/6GewzjGfuCc6fsf4f2ZsmDWp4Dl.jpg,65
Ruth E. Carter,Costume Design,9,Female,4.3210000000000015,https://image.tmdb.org/t/p/original/b1CtSVekrYuEmCYt9K3JxWfcJjt.jpg,66
William Hoy,Editor,9,Male,3.401,https://image.tmdb.org/t/p/original/5UoZPWvGDKzUvJfRFavwOYM8Enz.jpg,67
John Bailey,Director of Photography,9,Male,3.223,https://image.tmdb.org/t/p/original/tjWixq3gm3D1Sspx882aP6GogLl.jpg,68
Conrad Buff IV,Editor,9,Male,3.1860000000000004,https://image.tmdb.org/t/p/original/eJuUzgcGlORapqapvChZY2inTxW.jpg,69
Jack Green,Director of Photography,9,Male,2.977,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,70
Robert Leighton,Editor,9,Male,2.753,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,71
Ian Fleming,Novel,9,Male,2.6750000000000003,https://image.tmdb.org/t/p/original/aQpLYEjlTmVtQb9MUxu3VMuapUn.jpg,72
William Goldenberg,Editor,9,Male,2.381,https://image.tmdb.org/t/p/original/eOgoea8HbZt2TfLn0tDNI1TepSN.jpg,73
Mick Audsley,Editor,9,Male,2.362,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,74
Andrew Mondshein,Editor,9,Male,2.265,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,75
Wally Pfister,Director of Photography,9,Male,1.877,https://image.tmdb.org/t/p/original/uyWeYsERTTLjpjkE79QeSETLIoA.jpg,76
Anna B. Sheppard,Costume Design,9,Female,1.5930000000000002,https://image.tmdb.org/t/p/original/k3bznaLxtBMltY2A0AvJnNk3IP3.jpg,77
Gary Jones,Costume Design,9,Male,1.4280000000000004,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,78
Gerald B. Greenberg,Editor,9,Male,1.388,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,79
Jeffrey Kurland,Costume Design,9,Male,1.021,https://image.tmdb.org/t/p/original/dd2RnT3UqP41wuQA8bQpftJbmJq.jpg,80
John Schwartzman,Director of Photography,9,Male,0.9719999999999998,https://image.tmdb.org/t/p/original/tP37xmTuc1RXSGdTxnPxanpwIvd.jpg,81
Rita Ryack,Costume Design,9,Female,0.968,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,82
Stephen King,Novel,8,Male,18.931,https://image.tmdb.org/t/p/original/7r5nEzNanuEhmxtpsKE1uCBU5Jd.jpg,83
Steven Soderbergh,Editor,8,Male,13.819,https://image.tmdb.org/t/p/original/y8JlSDcQzd7gAaKyxFpExupMwDz.jpg,84
J.K. Rowling,Novel,8,Female,12.349999999999998,https://image.tmdb.org/t/p/original/8VDx3K8NBGJDEWr4KdsGsuT8wuj.jpg,85
Wes Anderson,Director,8,Male,11.087000000000002,https://image.tmdb.org/t/p/original/5z2WroP0CgQ5vI17M0hzi8o5NAn.jpg,86
Andrew Stanton,Screenplay,8,Male,9.717,https://image.tmdb.org/t/p/original/gasNitCwepbqNcYBmDHpsCgZH0I.jpg,87
Robert Rodriguez,Editor,8,Male,9.042,https://image.tmdb.org/t/p/original/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,88
John Logan,Screenplay,8,Male,8.841000000000001,https://image.tmdb.org/t/p/original/nsece2qBIAOFvavyXc89HlIqrLK.jpg,89
Ethan Coen,Screenplay,8,Male,6.299999999999999,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,90
Mark Goldblatt,Editor,8,Male,4.105,https://image.tmdb.org/t/p/original/9PuP0ma2BGgDyuauMQ9weWNk4t7.jpg,91
Rodrigo Prieto,Director of Photography,8,Male,3.977,https://image.tmdb.org/t/p/original/t9GpZspjEaHyfdbhqI0NTqYpBwJ.jpg,92
Chris Lebenzon,Editor,8,Male,3.2689999999999992,https://image.tmdb.org/t/p/original/eA6NqE5wdIM0LT3g1ihanv5vUM7.jpg,93
Darius Khondji,Director of Photography,8,Male,3.177,https://image.tmdb.org/t/p/original/4UEPDPLbcvpkY2xG6PZM9D149dA.jpg,94
Blake Edwards,Director,8,Male,3.049,https://image.tmdb.org/t/p/original/tEUBu225EVmJKGxJSX936OvRet5.jpg,95
Bojan Bazelli,Director of Photography,8,Male,2.8670000000000004,https://image.tmdb.org/t/p/original/9KuVLwgXwRCaPjyQNRqGTGzTBQE.jpg,96
Peter E. Berger,Editor,8,Male,2.7450000000000006,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,97
Gregory Perler,Editor,8,Male,2.744,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,98
Zach Staenberg,Editor,8,Male,2.334,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,99
Daniel Orlandi,Costume Design,8,Male,2.2430000000000003,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,100
Linus Sandgren,Director of Photography,8,Male,2.196625,https://image.tmdb.org/t/p/original/ihiOYVxA7XwgSJva5C7HZuGopY5.jpg,101
Mark Irwin,Director of Photography,8,Male,2.1359999999999997,https://image.tmdb.org/t/p/original/hHz6PdkfUT9peeTJeNL9LtG1sZi.jpg,102
Mike Nichols,Director,8,Male,2.023,https://image.tmdb.org/t/p/original/eJgJEVil7iOJ9sTAXLCVRKfeKKM.jpg,103
Jacqueline Durran,Costume Design,8,Female,1.955,https://image.tmdb.org/t/p/original/5aJTWqO5nZ8JSbLU5TxaACii8Tl.jpg,104
Brandon Trost,Director of Photography,8,Male,1.788,https://image.tmdb.org/t/p/original/5L4vJJRE10YjQdTt876FUnJqbgO.jpg,105
Robert Burks,Director of Photography,8,Male,1.5757500000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,106
Michael Tronick,Editor,8,Male,1.5530000000000004,https://image.tmdb.org/t/p/original/eQEp2BrQ7gLj7xkCDfU3ef0Pggr.jpg,107
Bob Murawski,Editor,8,Male,1.4069999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,108
Aggie Guerard Rodgers,Costume Design,8,Female,1.4000000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,109
Jeff Gourson,Editor,8,Male,1.136,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,110
Leesa Evans,Costume Design,8,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,111
Dan Lebental,Editor,8,Male,0.84,https://image.tmdb.org/t/p/original/kG4N93eMa6fzkJjBsRPQXUcGQlg.jpg,111
Mary Jo Markey,Editor,8,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,111
Donald McAlpine,Director of Photography,8,Male,0.84,https://image.tmdb.org/t/p/original/eZg5UnYR62y6iiyLPt6XC0vsWdV.jpg,111
Seamus McGarvey,Director of Photography,8,Male,0.7320000000000001,https://image.tmdb.org/t/p/original/yXEsxEMHlMDemBy8JrHZFAmd3uD.jpg,112
Stephen Goldblatt,Director of Photography,8,Male,0.652,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,113
Quentin Tarantino,Writer,7,Male,28.812000000000005,https://image.tmdb.org/t/p/original/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,114
Guillermo del Toro,Screenplay,7,Male,27.726,https://image.tmdb.org/t/p/original/gldeyCtKcaqnK1v4Vu9vqayhzUQ.jpg,115
Lana Wachowski,Director,7,Female,16.711,https://image.tmdb.org/t/p/original/5KNV7YBSPTBUAIXGfIcPmbhho9w.jpg,116
Hayao Miyazaki,Director,7,Male,12.441999999999998,https://image.tmdb.org/t/p/original/mG3cfxtA5jqDc7fpKgyzZMKoXDh.jpg,117
Steve Kloves,Director,7,Male,10.351,https://image.tmdb.org/t/p/original/tkkE99QkVM1ofplEIIHoS709jVk.jpg,118
Steve Kloves,Screenplay,7,Male,10.351,https://image.tmdb.org/t/p/original/tkkE99QkVM1ofplEIIHoS709jVk.jpg,118
Hamilton Luske,Director,7,Male,7.718000000000002,https://image.tmdb.org/t/p/original/eizhvQwX9BYxywvrZVw8eZQBvXa.jpg,119
Jonathan Demme,Director,7,Male,7.057000000000001,https://image.tmdb.org/t/p/original/w9Lw3xTEFQUYELkl9AH5i3p5OhJ.jpg,120
Billy Wilder,Director,7,Male,7.04,https://image.tmdb.org/t/p/original/tfVte6h2dlLn59Q0Mi6AvWAyRLP.jpg,121
Billy Wilder,Screenplay,7,Male,7.04,https://image.tmdb.org/t/p/original/tfVte6h2dlLn59Q0Mi6AvWAyRLP.jpg,121
Dennis Dugan,Director,7,Male,6.966,https://image.tmdb.org/t/p/original/3QH2wJ1eVBLT3Vi2GNVO5TayXEB.jpg,122
Christopher Markus,Screenplay,7,Male,6.539000000000001,https://image.tmdb.org/t/p/original/7ooPNp0gnURxYkSSKF2etH7wpZP.jpg,123
Jenny Beavan,Costume Design,7,Female,5.284,https://image.tmdb.org/t/p/original/yYBIJ0OsZu5ccnCC7Bim9FAkDwg.jpg,124
Lawrence Kasdan,Screenplay,7,Male,4.3999999999999995,https://image.tmdb.org/t/p/original/hZAQC6MLyR1oLHRKEZ1oUEvh0Sy.jpg,125
Debra McGuire,Costume Design,7,Female,4.323999999999999,https://image.tmdb.org/t/p/original/2wH44GuUhNUORaANbwOjJNmkC3r.jpg,126
Stephen Frears,Director,7,Male,4.207999999999999,https://image.tmdb.org/t/p/original/2QPhgz395c8MjRpBMidUdSWXOBN.jpg,127
Hoyte van Hoytema,Director of Photography,7,Male,4.152,https://image.tmdb.org/t/p/original/y2HXvac1oPzciwxfdyWc5syThRk.jpg,128
Stephen McFeely,Screenplay,7,Male,4.008,https://image.tmdb.org/t/p/original/hkn9D5L8TguJUmv8fXy5sHyMEtq.jpg,129
Betsy Heimann,Costume Design,7,Female,3.965,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,130
Roger Barton,Editor,7,Male,3.5880000000000005,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,131
Isis Mussenden,Costume Design,7,Female,3.0910000000000006,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,132
Blake Edwards,Screenplay,7,Male,3.049,https://image.tmdb.org/t/p/original/tEUBu225EVmJKGxJSX936OvRet5.jpg,133
Philippe Rousselot,Director of Photography,7,Male,2.9130000000000003,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,134
Sammy Sheldon,Costume Design,7,Female,2.7289999999999996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,135
Milena Canonero,Costume Design,7,Female,2.626000000000001,https://image.tmdb.org/t/p/original/4CJUhZSbsj6W8Aoid7N1NBrBGji.jpg,136
Sally Menke,Editor,7,Female,2.587,https://image.tmdb.org/t/p/original/ggD5FOF6kgCz2X9NQESmxJwCCWc.jpg,137
Wilfred Jackson,Director,7,Male,2.5180000000000002,https://image.tmdb.org/t/p/original/rTszyDc1jFOQQrzSYgnxEVLxd8W.jpg,138
Javier Aguirresarobe,Director of Photography,7,Male,2.167,https://image.tmdb.org/t/p/original/5KUDE1mJ9X6o8Gu9PAPHXDTuDIt.jpg,139
Dan Mindel,Director of Photography,7,Male,1.9600000000000004,https://image.tmdb.org/t/p/original/4nZVUgBlQLSNrS3j0zVblT4FF8V.jpg,140
Arianne Phillips,Costume Design,7,Female,1.8439999999999999,https://image.tmdb.org/t/p/original/pZW5DiGSx0CP1gmZLxWSlYJcxHI.jpg,141
James Acheson,Costume Design,7,Male,1.6810000000000005,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,142
Tim Suhrstedt,Director of Photography,7,Male,1.6460000000000004,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,143
Julio Macat,Director of Photography,7,Male,1.6460000000000004,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,143
Newton Thomas Sigel,Director of Photography,7,Male,1.5269999999999997,https://image.tmdb.org/t/p/original/mTauZZzOY0fhpNkNjeOeDHDk8xm.jpg,144
Richard Pearson,Editor,7,Male,1.4915714285714283,https://image.tmdb.org/t/p/original/2KFTaD8j3zJUPe7KKhSdtzz7AZU.jpg,145
Brent White,Editor,7,Male,1.34,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,146
David C. Robinson,Costume Design,7,Male,1.3309999999999997,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,147
David Tattersall,Director of Photography,7,Male,1.325,https://image.tmdb.org/t/p/original/5Gnvt1M0of6qN1NMoVHvROz86QG.jpg,148
David Moritz,Editor,7,Male,1.3225714285714285,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,149
Richard Marks,Editor,7,Male,1.3119999999999996,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,150
Theoni V. Aldredge,Costume Design,7,Female,1.22,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,151
John Gilroy,Editor,7,Male,1.188,https://image.tmdb.org/t/p/original/69tisbFpCtto4gPw4seJ8en7C1q.jpg,152
Jeff Cronenweth,Director of Photography,7,Male,1.138,https://image.tmdb.org/t/p/original/93Mn7WPDJjAEVvDv2J39RhzlnEE.jpg,153
Dion Beebe,Director of Photography,7,Male,1.103,https://image.tmdb.org/t/p/original/q24Jkyu8VclqhdYhPpti7fXoSkS.jpg,154
Cindy Evans,Costume Design,7,Female,1.095,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,155
Edward Lachman,Director of Photography,7,Male,1.063,https://image.tmdb.org/t/p/original/3kVVmrHn39L0yuNHTbd3slTiNaz.jpg,156
Stephen Mirrione,Editor,7,Male,1.0250000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,157
Jenny Eagan,Costume Design,7,Female,1.0120000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,158
Tom Costain,Editor,7,Male,0.9459999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,159
Victor J. Kemper,Director of Photography,7,Male,0.9169999999999999,https://image.tmdb.org/t/p/original/6vbN0VhJcKQjxnh03WFTD51UecP.jpg,160
Trish Summerville,Costume Design,7,Female,0.8840000000000001,https://image.tmdb.org/t/p/original/mBLxulkFOaMzFqagJNpOKTtHO9a.jpg,161
Karen Patch,Costume Design,7,Female,0.8600000000000001,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,162
Sophie de Rakoff,Costume Design,7,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,163
Sarah Edwards,Costume Design,7,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,163
Maryann Brandon,Editor,7,Female,0.84,https://image.tmdb.org/t/p/original/iO29og3UgVa9Sn4jZG1KpcTBq0a.jpg,163
Tish Monaghan,Costume Design,7,Female,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,163
Sam O'Steen,Editor,7,Male,0.7459999999999999,https://image.tmdb.org/t/p/original/qeMnR4AX3SCoR2rK4QjXDQHpQGx.jpg,164
Greg Gardiner,Director of Photography,7,Male,0.6770000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,165
Affonso Gonçalves,Editor,7,Male,0.652,https://image.tmdb.org/t/p/original/li0pyoKJuUqBGoR7grNNIb1xw0P.jpg,166
Joe Walker,Editor,7,Male,0.6049999999999999,https://image.tmdb.org/t/p/original/2pfPFxb2I0ulvMZx5B7juwvuU3I.jpg,167
Sean Bobbitt,Director of Photography,7,Male,0.6,https://image.tmdb.org/t/p/original/fZh0FMaHlQCul9LozKJvI3QRJsg.jpg,168
James Cameron,Director,6,Male,35.774,https://image.tmdb.org/t/p/original/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,169
Quentin Tarantino,Screenplay,6,Male,28.812,https://image.tmdb.org/t/p/original/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,170
Sam Raimi,Director,6,Male,26.132,https://image.tmdb.org/t/p/original/8gssvwiPrFRuFRlr5ruKx68k1Jl.jpg,171
Zack Snyder,Director,6,Male,24.379,https://image.tmdb.org/t/p/original/iD0GDqkvJXDXiNEZej198hjt3Tt.jpg,172
Stanley Kubrick,Director,6,Male,22.212999999999997,https://image.tmdb.org/t/p/original/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg,173
Stanley Kubrick,Screenplay,6,Male,22.212999999999997,https://image.tmdb.org/t/p/original/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg,173
